Timestamp,Your preferred/playa name,Title of Event,Event Description,Type of Event,Is your event family friendly?,At what time does the event start,For how long does the event run,What day(s) is the event occurring,Location,All-day events
08/07/2019 13:49:24,Quetzal,Painters pentacle: cocreating temple space,"**Come and paint!** The painters pentacle will be open **all day, all week**. What is it? A pentagonal temple space with fractal ceiling, featuring 5 big canvasses 90x160cm and loads of acryllic paint and brushes; All for you to splatter your inner worlds out onto the canvasses in this cocreated work of art. 
The temple is permanent, so future visitors can get a glimpse of the magic of Borderland.",Workshop/Class,Yes 🧸,00:00:00,20:00:00,"Monday 22., Tuesday 23., Wednesday 24., Thursday 25., Friday 26., Saturday 27., Sunday 28.",Art forest,Event runs all-day
08/07/2019 17:07:40,Eski Mona ,Pussy prints and dick pics,"Make your own analog golden print of your genitals. 
Bring an inflatable mattress!",Workshop/Class,🤷‍♀️,16:00:00,3:00:00,"Friday 26., Saturday 27., Sunday 28.",Plan B,
09/07/2019 11:02:57,TrineMai & Runi,Singing Circle,"A circle of sounds, singing, mantras and healing of our hearts and souls.

We will be singing homemade call/response songs and mantra songs from around the world.

The intention of the circle is to come together through the sound and light in our hearts and cultivate a grounded connection with mother earth and each other.",Ritual/Ceremony,Yes 🧸,20:00:00,2:00:00,Friday 26.,Camp Ygeia,
10/07/2019 03:22:29,Nocturne,Improv Comedy / Drama Workshop,"Dying to release your inner child/thespian/kaiju? Then you’ve come to the right place! Together we will create a safe space to explore drama skills with a series of fun games and exercises. Hilarious, provocative & challenging! No previous drama experience needed. ",Workshop/Class,Nooooope 💦,17:00:00,1:45:00,Tuesday 23.,Camp Croquis,
10/07/2019 03:24:13,Nocturne,Improv Comedy / Drama Workshop,"Dying to release your inner child/thespian/kaiju? Then you’ve come to the right place! Together we will create a safe space to explore drama skills with a series of fun games and exercises. Hilarious, provocative & challenging! No previous drama experience needed.",Workshop/Class,Nooooope 💦,17:00:00,1:45:00,Thursday 25.,Camp Croquis,
10/07/2019 07:14:58,Nocturne & Zurvan,The Wolf & The Bat: 'Children of the Blood Moon',"Do you feel the calling deep within? At The Temple of The Black Stars, a sacred infernal rite will be invoked for those who possess the wytchblood. Children! You have been chosen for your purity & sovereignty. Surrender to your deepest desires & revel in the pleasures of the flesh, which first gave you passage into this cruel world. But be warned: this dark ceremony is not for the faint-hearted...",Ritual/Ceremony,Nooooope 💦,21:00:00,2:30:00,Friday 26.,The Supreme Court,
12/07/2019 11:15:19,Zurvan & Morrigan ,SAGA,"A rapturous adventure through myth and archetype, exploring duality, creation & destruction. This ritualistic dance performance will move through a rich tapestry of cultural and mythological scenes, blending narratives from many traditions. Join us as we flow through the rise and fall of the patriarchy, the evolution (and devolution) of humanity, and the eternal dance of the polarities.",Performance,Nooooope 💦,12:00:00,0:30:00,Wednesday 24.,Elements Village (Plaza),
12/07/2019 10:55:23,Zurvan & Nocturne,Mystic Moon Massage,"In this bodywork session we will be accessing the 9 tantric lunar points located in every humanoid vessel. By combining practices from ancient Tibetan massage, energy medicine and acupressure/ marma therapy, you will be carefully and lovingly guided to awaken this sacred energy current flowing within yourself and your partner - finding yourself in a state of sublime bliss. ",Workshop/Class,Nooooope 💦,13:30:00,1:45:00,Thursday 25.,Elements Village (The Cave),
12/07/2019 10:48:35,Zurvan,Amrita Ceremony,"In this ceremony we will come together to celebrate being truly awakened humans. Using Kundalini yoga, ecstatic dance, meditation & tantric techniques, we will create a fertile environment to remove our armour, peel off our masks and open our hearts, so that we may meet each other in strong, honest communion. From this state we can establish a new, embodied truth - and thus attain 'Amrita'.",Ritual/Ceremony,Nooooope 💦,12:30:00,1:30:00,Friday 26.,Elements Village (Plaza),
12/07/2019 11:17:41,Zurvan,Ariya Yoga (Yang Style),"Yang is the active masculine principle of the universe, associated with heaven, heat, light and power. This yoga practice focuses on activating and expanding these qualities, thus increasing energy, strength, willpower and inspiration. This is a vigorous and energetic session. Be prepared to sweat, penetrate your resistance, send your energy upward and push the self toward its greatest heights.",Workshop/Class,Nooooope 💦,10:30:00,1:30:00,Saturday 27.,Elements Village (Plaza) ,
12/07/2019 11:16:48,Zurvan,Ariya Yoga (Yin Style),"Yin is the passive feminine principle of the universe, associated with earth, cold, darkness and surrender. This yoga practice focuses on allowing and deepening these qualities, thus receiving relaxation, grace, grounding and deep healing. This is a calm and sensitive session. Please be willing to surrender to feeling, send your energy inward and pull the self back to its authentic depths.",Workshop/Class,Nooooope 💦,10:30:00,1:30:00,Tuesday 23.,Elements Village (Plaza),
10/07/2019 08:25:34,Atlantisburn,Moving to Atlantis,"Can you work from anywhere? In that case, you live in the wrong place. Did you know there is a subtropical island paradise in the EU? Did you know we're planning a burn there? Come hear what it's like to live there, how to move there and how to contribute to Atlantisburn. ",Workshop/Class,Yes 🧸,13:30:00,1:00:00,Wednesday 24.,Kidsville: Camp Hostile,
10/07/2019 10:19:39,Runeyh,Storytelling Acted Out,"Storytellers - come perform your greatest, weirdest, funniest, weepiest, most heartfelt, most vulnerable story - or maybe just a cheap secondhand story you know or make up on the spot.
Selected volunteers are invited to dress up in the costume tent and act out improvised as the story unfolds.
Warning: This might get silly, and your story might get new unspoken twists.",Games,🤷‍♀️,12:00:00,1:30:00,Wednesday 24.,[re]connect: Chameleon’s Closet,
10/07/2019 10:40:10,Emma/Emmcy,Spinning yarn - From floof to yarn,Learn how to get started on spinning yarn and use a turkish drop spindle,Workshop/Class,🤷‍♀️,17:00:00,1:00:00,Tuesday 23.,Highbearnation/Elements camping,
10/07/2019 12:53:32,God, Freestyle qigong Practice," We going to meet on top of the hill to watch the sun go down and practice a few simple Freestyle qigong Practice exercise and get into the next round
",Ritual/Ceremony,🤷‍♀️,21:29:00,0:24:23,"Monday 22., Tuesday 23., Wednesday 24., Thursday 25., Friday 26., Saturday 27., Sunday 28.","On the top of South ridge,  on the side facing west  ",
10/07/2019 13:09:53,Alex Lobos,Dance with the ropes,Beginners welcome. This is a mix of Contact-Impro dance and Japanese ropes. Energy links between dance partners become visible... Sometimes when we dance we have a follower and a leader. This time we’ll have a Superfollower and a Superleader. Nevertheless we can still dance in that way and experiment. We'll progress from pure contact-improvisation dance exercices into more ropes. tiny.cc/ropedance,Workshop/Class,🤷‍♀️,17:00:00,2:00:00,Wednesday 24.,Camp Serendipity,
10/07/2019 14:16:32,Mickey,Improv Theater Workshop,"Step up your role-play game, boost your imagination, and increase your chances of survival in the alternative Borderland reality all while having a shit-ton of fun. We will play improv theater games. We will start by connecting with each other, energizing, and breaking the first ice of being weird (might not be a problem for most anymore :>), and end with theatrical scenes made up on the spot.",Workshop/Class,Yes 🧸,14:00:00,3:00:00,Thursday 25.,[re]connect,
10/07/2019 14:43:33,Kris,BRC Børningländ / Nordic Camp meetup,"Coming to Black Rock City this year and camping with Nordic Camp, Lounge Syndrome, Steam of Life, Global Camp, Racoons or any of the other Børningländ camps? Let's meet up, have a drink or four and play some getting to know each other games.",Care/Support,Yes 🧸,21:05:00,1:00:00,Tuesday 23.,Wonderland,
10/07/2019 18:26:00,Rumzar,Rumzars entheogenic trippy techno session,A shamanistic deep dive into the tribal realms of cosmic techno. 3 hours of trippy techno.,DJ/Music,Nooooope 💦,03:00:00,3:00:00,Friday 26.,Muumimaa Stage,
10/07/2019 17:49:35,Rumzar,Rumzar space journey (audio/visual acid friday),"A soundjourney spiced with DMT visuals, taking you through cosmic portals and dimensions. A chance for meditation, integration and healing. Ambient sounds, ayahuasca icaros, lsd landscapes, shamanistic chants, heart opening songs and elements of Pacha Mama.  ",Ritual/Ceremony,🤷‍♀️,22:30:00,4:00:00,Friday 26.,TEMPLE OF VISIONS,
10/07/2019 18:39:27,Rumzar,Rumzars Hauxmusic (ayahuasca electronica & slomo techno),"With the floodgates opening to the realms of the amazonian plant medicine ayahuasca, and psychedelic science flushing the medias of the world, comes a fusion of the ceremonial medicine circles and the tribal vibrations of the dancefloor. Lets tap into the cosmic energy. Dance in the energy of the plants 🐍🌿🌎 ",DJ/Music,Nooooope 💦,21:00:00,2:00:00,Thursday 25.,Silly Sanctuary,
10/07/2019 22:13:48,Jules & Loucky,Elemental Sensory Circle,"Ever wondered what a *candle* sounds like? What **blue** smells like? What [...] tastes like? We close our eyes and an inner world beckons. But the elements are all still out there, and we can experience them in many different ways. We gather in the ambient cocoon of the Cave, and blindfolded together we journey through the elements, gathering the senses of things new and old around us.  ",Workshop/Class,Yes 🧸,12:00:00,1:00:00,Tuesday 23.,The Cave,
10/07/2019 23:27:10,Rey Den,Borderlands' Black Metal band,"MOTHER NEVER LET YOU JOIN A BAND? HAVE A BURNING DESIRE TO EMBARRASS YOURSELF IN PUBLIC? Jam Camp™ got you covered. 
You will arrive and get your face painted by our finest artists. We will compose a song in our beautiful fully-equipped rehearsal tent. Then, an attempt to play the wonderful creation will be made in public. 
***discretion guaranteed for hippies***",Performance,🤷‍♀️,17:00:00,2:00:00,Thursday 25.,Jam Camp,
11/07/2019 14:43:03,vanilla vibes,Bodypainting Workshop,"**Intuitive Bodypainting workshop**
Inspiration, creation, listening to ourselves and to our partners. Feel free and alive and join us in a beautiful and colorful journey of  bodypaint, where the creative process become the goal itself and ending the session by letting your art erase with water.",Workshop/Class,🤷‍♀️,16:00:00,1:30:00,Tuesday 23.,Cube Noir,
11/07/2019 16:43:57,Erez,Fix your childhood hipnotic session,"We are going on a special jurny, back in time to the time we were kids. We are not going to emegine ourselfe as kids, we are going to be little kids. 

The workshop will allow you to expirience yourself as a child once more and bring to life a memory from your pass. Then with my guidence you'll be able to change that memory to fit your true needs, to expirience true love. 
come sober. 18+. ",Workshop/Class,Nooooope 💦,12:00:00,2:00:00,Friday 26.,PlemPlem,
,Giles,"This workshop flows through footwork and floor acrobatics towards intensive high-energy movements from Tricking; such as flips, twists and kicks in furyfilled combinations. This workshop flows through footwork and floor acrobatics towards intensive high-energy movements from Tricking; such as flips, twists and kicks in furyfilled combinations.","Meditation in the Dome, guided/self-practise. If you meditate at home, why stop at Borderland? And if you'd like to try, come along!",Ritual/Ceremony,Yes 🧸,09:30:00,00:30:00,Monday 22.,Space Zirkus,
,Giles,Medtation in the Zircus Dome,"Meditation in the Dome, guided/self-practise. If you meditate at home, why stop at Borderland? And if you'd like to try, come along!",Ritual/Ceremony,Yes 🧸,09:30:00,00:30:00,Tuesday 23,Space Zirkus,
,Giles,Medtation in the Zircus Dome,"Meditation in the Dome, guided/self-practise. If you meditate at home, why stop at Borderland? And if you'd like to try, come along!",Ritual/Ceremony,Yes 🧸,09:30:00,00:30:00,Wednesday 24,Space Zirkus,
,Giles,Medtation in the Zircus Dome,"Meditation in the Dome, guided/self-practise. If you meditate at home, why stop at Borderland? And if you'd like to try, come along!",Ritual/Ceremony,Yes 🧸,09:30:00,00:30:00,Thursday 25,Space Zirkus,
,Giles,Medtation in the Zircus Dome,"Meditation in the Dome, guided/self-practise. If you meditate at home, why stop at Borderland? And if you'd like to try, come along!",Ritual/Ceremony,Yes 🧸,09:30:00,00:30:00,Friday 26,Space Zirkus,
,Giles,Medtation in the Zircus Dome,"Meditation in the Dome, guided/self-practise. If you meditate at home, why stop at Borderland? And if you'd like to try, come along!",Ritual/Ceremony,Yes 🧸,09:30:00,00:30:00,Saturday 27.,Space Zirkus,
